compound_id,preferred_name,source_names,material_scope,chemical_family,identity_status,identity_note,pubchem_query,pubchem_candidate_cids,pubchem_query_url,pubchem_candidate_url,exact_pubchem_cid,exact_inchikey,exact_smiles,candidate_smiles,candidate_connectivity_smiles,candidate_inchikey,candidate_molecular_formula,candidate_molecular_weight,candidate_xlogp,candidate_tpsa,candidate_hbond_donors,candidate_hbond_acceptors,record_count,source_count,source_ids,source_plants,source_organs,record_ids,source_locators
C026,Dictamnine,"[""Dictamine [dictamnine]""]",natural_product_compound_concept,Quinoline alkaloid,achiral_identity_resolved,Source chemical name/structure is consistent with PubChem connectivity; reagent purity and physical form are not established by this mapping.,dictamnine,[68085],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/dictamnine/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/68085,68085,WIONIXOBNMDJFJ-UHFFFAOYSA-N,COC1=C2C=COC2=NC3=CC=CC=C31,COC1=C2C=COC2=NC3=CC=CC=C31,COC1=C2C=COC2=NC3=CC=CC=C31,WIONIXOBNMDJFJ-UHFFFAOYSA-N,C12H9NO2,199.20,2.7,35.3,0,3,1,1,"[""souza2005""]","[""Pilocarpus grandiflorus""]","[""Stems""]","[""F086""]","[{""source_id"": ""souza2005"", ""locator"": ""PDF 3 / printed 789; Table 3"", ""url"": ""https://doi.org/10.1515/znb-2005-0715"", ""pdf"": ""../sources/souza2005.pdf""}]"
C027,1-Methyl-4-methoxy-2-quinolone,"[""1-Methyl-4-methoxy-2-quinolone""]",natural_product_compound_concept,Quinoline alkaloid,achiral_identity_resolved,Source chemical name/structure is consistent with PubChem connectivity; reagent purity and physical form are not established by this mapping.,4-methoxy-1-methylquinolin-2-one,[182073],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/4-methoxy-1-methylquinolin-2-one/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/182073,182073,SPBLFONLHXBBQE-UHFFFAOYSA-N,CN1C2=CC=CC=C2C(=CC1=O)OC,CN1C2=CC=CC=C2C(=CC1=O)OC,CN1C2=CC=CC=C2C(=CC1=O)OC,SPBLFONLHXBBQE-UHFFFAOYSA-N,C11H11NO2,189.21,1.2,29.5,0,2,1,1,"[""souza2005""]","[""Pilocarpus grandiflorus""]","[""Stems""]","[""F087""]","[{""source_id"": ""souza2005"", ""locator"": ""PDF 3 / printed 789; Table 3"", ""url"": ""https://doi.org/10.1515/znb-2005-0715"", ""pdf"": ""../sources/souza2005.pdf""}]"
C028,Platydesmine,"[""Platydesmine""]",natural_product_compound_concept,Quinoline alkaloid,stereochemistry_or_identity_review,"Name-based candidate only. Compare source stereochemistry, double-bond geometry and reagent specification before assigning an exact structure.",Platydesmine,[6451457],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Platydesmine/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/6451457,,,,CC(C)([C@H]1CC2=C(C3=CC=CC=C3N=C2O1)OC)O,CC(C)(C1CC2=C(C3=CC=CC=C3N=C2O1)OC)O,OYGWMFMSZPRSPD-GFCCVEGCSA-N,C15H17NO3,259.30,2.5,51.6,1,4,1,1,"[""souza2005""]","[""Pilocarpus grandiflorus""]","[""Stems""]","[""F088""]","[{""source_id"": ""souza2005"", ""locator"": ""PDF 3 / printed 789; Table 3"", ""url"": ""https://doi.org/10.1515/znb-2005-0715"", ""pdf"": ""../sources/souza2005.pdf""}]"
C029,Isopulegol,"[""Isopulegol (purchased)""]",natural_product_compound_concept,Terpenoid / terpene derivative,stereochemistry_or_identity_review,"Name-based candidate only. Compare source stereochemistry, double-bond geometry and reagent specification before assigning an exact structure.",isopulegol,[170833],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/isopulegol/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/170833,,,,C[C@@H]1CC[C@H]([C@@H](C1)O)C(=C)C,CC1CCC(C(C1)O)C(=C)C,ZYTMANIQRDEHIO-KXUCPTDWSA-N,C10H18O,154.25,3,20.2,1,1,2,1,"[""melo2020""]","[""Myrcia lundiana""]","[""Leaves for oils; purchased compound comparators""]","[""F090"", ""F100""]","[{""source_id"": ""melo2020"", ""locator"": ""PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3"", ""url"": ""https://doi.org/10.1007/s11356-020-08170-z"", ""pdf"": ""../sources/melo2020.pdf""}]"
C030,Citral (isomer composition unspecified),"[""Citral (purchased)""]",isomer_unspecified_material,Terpenoid / terpene derivative,isomer_composition_unresolved,PubChem query resolves an E-isomer representation (CID 638011); paper gives no reagent isomer ratio. Candidate is not the identity of the entire tested material.,citral,[638011],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/citral/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/638011,,,,CC(=CCC/C(=C/C=O)/C)C,CC(=CCCC(=CC=O)C)C,WTEVQBCEXWBHNA-JXMROGBWSA-N,C10H16O,152.23,3,17.1,0,1,3,1,"[""melo2020""]","[""Myrcia lundiana""]","[""Leaves for oils; purchased compound comparators"", ""Purchased reagent comparator""]","[""F092"", ""F102"", ""F109""]","[{""source_id"": ""melo2020"", ""locator"": ""PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3"", ""url"": ""https://doi.org/10.1007/s11356-020-08170-z"", ""pdf"": ""../sources/melo2020.pdf""}]"
C031,"1,8-Cineole","[""1,8-Cineol""]",natural_product_compound_concept,Terpenoid / terpene derivative,achiral_identity_resolved,Source chemical name/structure is consistent with PubChem connectivity; reagent purity and physical form are not established by this mapping.,eucalyptol,[2758],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/eucalyptol/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/2758,2758,WEEGYLXZBRQIMU-UHFFFAOYSA-N,CC1(C2CCC(O1)(CC2)C)C,CC1(C2CCC(O1)(CC2)C)C,CC1(C2CCC(O1)(CC2)C)C,WEEGYLXZBRQIMU-UHFFFAOYSA-N,C10H18O,154.25,2.5,9.2,0,1,2,1,"[""melo2020""]","[""Myrcia lundiana / Aristolochia trilobata study""]","[""Purchased reagent""]","[""F094"", ""F104""]","[{""source_id"": ""melo2020"", ""locator"": ""PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3"", ""url"": ""https://doi.org/10.1007/s11356-020-08170-z"", ""pdf"": ""../sources/melo2020.pdf""}]"
C032,Sulcatyl acetate,"[""Sulcatyl acetate""]",natural_product_compound_concept,Terpenoid / terpene derivative,stereochemistry_or_identity_review,"Name-based candidate only. Compare source stereochemistry, double-bond geometry and reagent specification before assigning an exact structure.",6-methylhept-5-en-2-yl acetate,[87947],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/6-methylhept-5-en-2-yl%20acetate/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/87947,,,,CC(CCC=C(C)C)OC(=O)C,CC(CCC=C(C)C)OC(=O)C,ZAKWGQOSOHQPJA-UHFFFAOYSA-N,C10H18O2,170.25,2.9,26.3,0,2,2,1,"[""melo2020""]","[""Aristolochia trilobata study""]","[""Synthesized comparator""]","[""F095"", ""F105""]","[{""source_id"": ""melo2020"", ""locator"": ""PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3"", ""url"": ""https://doi.org/10.1007/s11356-020-08170-z"", ""pdf"": ""../sources/melo2020.pdf""}]"
C033,Limonene,"[""Limonene""]",natural_product_compound_concept,Terpenoid / terpene derivative,stereochemistry_or_identity_review,"Name-based candidate only. Compare source stereochemistry, double-bond geometry and reagent specification before assigning an exact structure.",Limonene,[22311],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Limonene/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/22311,,,,CC1=CCC(CC1)C(=C)C,CC1=CCC(CC1)C(=C)C,XMGQYMWWDOXHJM-UHFFFAOYSA-N,C10H16,136.23,3.4,0,0,0,2,1,"[""melo2020""]","[""Aristolochia trilobata study""]","[""Purchased reagent""]","[""F096"", ""F106""]","[{""source_id"": ""melo2020"", ""locator"": ""PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3"", ""url"": ""https://doi.org/10.1007/s11356-020-08170-z"", ""pdf"": ""../sources/melo2020.pdf""}]"
C034,Linalool,"[""Linalool""]",natural_product_compound_concept,Terpenoid / terpene derivative,stereochemistry_or_identity_review,"Name-based candidate only. Compare source stereochemistry, double-bond geometry and reagent specification before assigning an exact structure.",Linalool,[6549],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Linalool/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/6549,,,,CC(=CCCC(C)(C=C)O)C,CC(=CCCC(C)(C=C)O)C,CDOSHBSSFJOMGT-UHFFFAOYSA-N,C10H18O,154.25,2.7,20.2,1,1,2,1,"[""melo2020""]","[""Aristolochia trilobata study""]","[""Purchased reagent""]","[""F097"", ""F107""]","[{""source_id"": ""melo2020"", ""locator"": ""PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3"", ""url"": ""https://doi.org/10.1007/s11356-020-08170-z"", ""pdf"": ""../sources/melo2020.pdf""}]"
C035,p-Cymene,"[""p-Cymene""]",natural_product_compound_concept,Terpenoid / terpene derivative,achiral_identity_resolved,Source chemical name/structure is consistent with PubChem connectivity; reagent purity and physical form are not established by this mapping.,p-Cymene,[7463],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/p-Cymene/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/7463,7463,HFPZCAJZSCWRBC-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(C)C,CC1=CC=C(C=C1)C(C)C,CC1=CC=C(C=C1)C(C)C,HFPZCAJZSCWRBC-UHFFFAOYSA-N,C10H14,134.22,4.1,0,0,0,2,1,"[""melo2020""]","[""Aristolochia trilobata study""]","[""Purchased reagent""]","[""F098"", ""F108""]","[{""source_id"": ""melo2020"", ""locator"": ""PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3"", ""url"": ""https://doi.org/10.1007/s11356-020-08170-z"", ""pdf"": ""../sources/melo2020.pdf""}]"
C036,Angelicin,"[""Angelicin""]",natural_product_compound_concept,Coumarin,achiral_identity_resolved,Source chemical name/structure is consistent with PubChem connectivity; reagent purity and physical form are not established by this mapping.,angelicin,[10658],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/angelicin/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/10658,10658,XDROKJSWHURZGO-UHFFFAOYSA-N,C1=CC2=C(C=CO2)C3=C1C=CC(=O)O3,C1=CC2=C(C=CO2)C3=C1C=CC(=O)O3,C1=CC2=C(C=CO2)C3=C1C=CC(=O)O3,XDROKJSWHURZGO-UHFFFAOYSA-N,C11H6O3,186.16,2,39.4,0,3,1,1,"[""coumarins2005""]","[""Citrus limonia""]","[""Roots""]","[""M001""]","[{""source_id"": ""coumarins2005"", ""locator"": ""PDF 3 / printed 671; Table 1 and Figure 1"", ""url"": ""https://doi.org/10.1590/S0103-50532005000400031"", ""pdf"": ""../sources/coumarins2005.pdf""}]"
C037,Suberosin,"[""Suberosin""]",natural_product_compound_concept,Coumarin,achiral_identity_resolved,Source chemical name/structure is consistent with PubChem connectivity; reagent purity and physical form are not established by this mapping.,suberosin,[68486],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/suberosin/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/68486,68486,RSZDAYHEZSRVHS-UHFFFAOYSA-N,CC(=CCC1=C(C=C2C(=C1)C=CC(=O)O2)OC)C,CC(=CCC1=C(C=C2C(=C1)C=CC(=O)O2)OC)C,CC(=CCC1=C(C=C2C(=C1)C=CC(=O)O2)OC)C,RSZDAYHEZSRVHS-UHFFFAOYSA-N,C15H16O3,244.28,3.8,35.5,0,3,1,1,"[""coumarins2005""]","[""Citrus limonia""]","[""Roots""]","[""M002""]","[{""source_id"": ""coumarins2005"", ""locator"": ""PDF 3 / printed 671; Table 1 and Figure 1"", ""url"": ""https://doi.org/10.1590/S0103-50532005000400031"", ""pdf"": ""../sources/coumarins2005.pdf""}]"
C038,Xanthoxyletin,"[""Xanthoxyletin""]",natural_product_compound_concept,Coumarin,achiral_identity_resolved,Source chemical name/structure is consistent with PubChem connectivity; reagent purity and physical form are not established by this mapping.,xanthoxyletin,[66548],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/xanthoxyletin/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/66548,66548,JSJIIHRNDMLJGK-UHFFFAOYSA-N,CC1(C=CC2=C(O1)C=C3C(=C2OC)C=CC(=O)O3)C,CC1(C=CC2=C(O1)C=C3C(=C2OC)C=CC(=O)O3)C,CC1(C=CC2=C(O1)C=C3C(=C2OC)C=CC(=O)O3)C,JSJIIHRNDMLJGK-UHFFFAOYSA-N,C15H14O4,258.27,2.8,44.8,0,4,1,1,"[""coumarins2005""]","[""Citrus limonia""]","[""Roots""]","[""M003""]","[{""source_id"": ""coumarins2005"", ""locator"": ""PDF 3 / printed 671; Table 1 and Figure 1"", ""url"": ""https://doi.org/10.1590/S0103-50532005000400031"", ""pdf"": ""../sources/coumarins2005.pdf""}]"
C039,Clausarin,"[""Clausarin""]",natural_product_compound_concept,Coumarin,achiral_identity_resolved,Source chemical name/structure is consistent with PubChem connectivity; reagent purity and physical form are not established by this mapping.,clausarin,[5315945],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/clausarin/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/5315945,5315945,LMEKIDFKWUPZGE-UHFFFAOYSA-N,CC1(C=CC2=C(O1)C(=C3C(=C2O)C=C(C(=O)O3)C(C)(C)C=C)C(C)(C)C=C)C,CC1(C=CC2=C(O1)C(=C3C(=C2O)C=C(C(=O)O3)C(C)(C)C=C)C(C)(C)C=C)C,CC1(C=CC2=C(O1)C(=C3C(=C2O)C=C(C(=O)O3)C(C)(C)C=C)C(C)(C)C=C)C,LMEKIDFKWUPZGE-UHFFFAOYSA-N,C24H28O4,380.5,6.4,55.8,1,4,1,1,"[""coumarins2005""]","[""Citrus limonia""]","[""Roots""]","[""M004""]","[{""source_id"": ""coumarins2005"", ""locator"": ""PDF 3 / printed 671; Table 1 and Figure 1"", ""url"": ""https://doi.org/10.1590/S0103-50532005000400031"", ""pdf"": ""../sources/coumarins2005.pdf""}]"
C040,Isopimpinellin,"[""Isopimpinellin""]",natural_product_compound_concept,Coumarin,achiral_identity_resolved,Source chemical name/structure is consistent with PubChem connectivity; reagent purity and physical form are not established by this mapping.,isopimpinellin,[68079],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/isopimpinellin/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/68079,68079,DFMAXQKDIGCMTL-UHFFFAOYSA-N,COC1=C2C=COC2=C(C3=C1C=CC(=O)O3)OC,COC1=C2C=COC2=C(C3=C1C=CC(=O)O3)OC,COC1=C2C=COC2=C(C3=C1C=CC(=O)O3)OC,DFMAXQKDIGCMTL-UHFFFAOYSA-N,C13H10O5,246.21,1.9,57.9,0,5,1,1,"[""coumarins2005""]","[""Adiscanthus fusciflorus""]","[""Roots""]","[""M005""]","[{""source_id"": ""coumarins2005"", ""locator"": ""PDF 3 / printed 671; Table 1 and Figure 1"", ""url"": ""https://doi.org/10.1590/S0103-50532005000400031"", ""pdf"": ""../sources/coumarins2005.pdf""}]"
C041,Umbelliferone,"[""Umbelliferone""]",natural_product_compound_concept,Coumarin,achiral_identity_resolved,Source chemical name/structure is consistent with PubChem connectivity; reagent purity and physical form are not established by this mapping.,umbelliferone,[5281426],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/umbelliferone/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/5281426,5281426,ORHBXUUXSCNDEV-UHFFFAOYSA-N,C1=CC(=CC2=C1C=CC(=O)O2)O,C1=CC(=CC2=C1C=CC(=O)O2)O,C1=CC(=CC2=C1C=CC(=O)O2)O,ORHBXUUXSCNDEV-UHFFFAOYSA-N,C9H6O3,162.14,1.6,46.5,1,3,1,1,"[""coumarins2005""]","[""Picramnia teapensis""]","[""Bark""]","[""M006""]","[{""source_id"": ""coumarins2005"", ""locator"": ""PDF 3 / printed 671; Table 1 and Figure 1"", ""url"": ""https://doi.org/10.1590/S0103-50532005000400031"", ""pdf"": ""../sources/coumarins2005.pdf""}]"
C042,Xanthyletin,"[""Xanthyletin""]",natural_product_compound_concept,Coumarin,achiral_identity_resolved,Source chemical name/structure is consistent with PubChem connectivity; reagent purity and physical form are not established by this mapping.,xanthyletin,[65188],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/xanthyletin/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/65188,65188,QOTBQNVNUBKJMS-UHFFFAOYSA-N,CC1(C=CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)C,CC1(C=CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)C,CC1(C=CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)C,QOTBQNVNUBKJMS-UHFFFAOYSA-N,C14H12O3,228.24,2.8,35.5,0,3,1,1,"[""coumarins2005""]","[""Pilocarpus riedelianus""]","[""Stems""]","[""M007""]","[{""source_id"": ""coumarins2005"", ""locator"": ""PDF 3 / printed 671; Table 1 and Figure 1"", ""url"": ""https://doi.org/10.1590/S0103-50532005000400031"", ""pdf"": ""../sources/coumarins2005.pdf""}]"
C043,"7-Hydroxy-3-(1,1-dimethylallyl)-8-methoxycoumarin","[""7-Hydroxy-3-(1,1-dimethylallyl)-8-methoxycoumarin""]",natural_product_compound_concept,Coumarin,database_unresolved,Name query did not resolve; preserve source identity without guessing an analogue.,"7-hydroxy-3-(1,1-dimethylallyl)-8-methoxycoumarin",[],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/7-hydroxy-3-%281%2C1-dimethylallyl%29-8-methoxycoumarin/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",,,,,,,,,,,,,,1,1,"[""coumarins2005""]","[""Pilocarpus riedelianus""]","[""Stems""]","[""M008""]","[{""source_id"": ""coumarins2005"", ""locator"": ""PDF 3 / printed 671; Table 1 and Figure 1"", ""url"": ""https://doi.org/10.1590/S0103-50532005000400031"", ""pdf"": ""../sources/coumarins2005.pdf""}]"
C044,Piperonyl butoxide,"[""Piperonyl butoxide""]",reference_compound,Synthetic benzodioxole reference,achiral_identity_resolved,Source chemical name/structure is consistent with PubChem connectivity; reagent purity and physical form are not established by this mapping.,piperonyl butoxide,[5794],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/piperonyl%20butoxide/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/5794,5794,FIPWRIJSWJWJAI-UHFFFAOYSA-N,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,FIPWRIJSWJWJAI-UHFFFAOYSA-N,C19H30O5,338.4,3.7,46.2,0,5,1,1,"[""coumarins2005""]","[""Not applicable""]","[""Commercial reference""]","[""M009""]","[{""source_id"": ""coumarins2005"", ""locator"": ""PDF 3 / printed 671; Table 1 and Figure 1"", ""url"": ""https://doi.org/10.1590/S0103-50532005000400031"", ""pdf"": ""../sources/coumarins2005.pdf""}]"
C045,Skimmianine,"[""Skimmianine""]",natural_product_compound_concept,Quinoline alkaloid,achiral_identity_resolved,Source chemical name/structure is consistent with PubChem connectivity; reagent purity and physical form are not established by this mapping.,skimmianine,[6760],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/skimmianine/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/6760,6760,SLSIBLKBHNKZTB-UHFFFAOYSA-N,COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC,COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC,COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC,SLSIBLKBHNKZTB-UHFFFAOYSA-N,C14H13NO4,259.26,2.8,53.7,0,5,2,1,"[""raulinoa2002""]","[""Raulinoa echinata""]","[""Stems; also detected in leaves""]","[""M010"", ""M011""]","[{""source_id"": ""raulinoa2002"", ""locator"": ""PDF 3 / printed 68; Table 1"", ""url"": ""https://doi.org/10.1590/S0103-50532002000100010"", ""pdf"": ""../sources/raulinoa2002.pdf""}]"
C046,Kokusaginine,"[""Kokusaginine""]",natural_product_compound_concept,Quinoline alkaloid,achiral_identity_resolved,Source chemical name/structure is consistent with PubChem connectivity; reagent purity and physical form are not established by this mapping.,kokusaginine,[10227],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/kokusaginine/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/10227,10227,JBRXRVFXQIKPEA-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C(=C3C=COC3=N2)OC)OC,COC1=C(C=C2C(=C1)C(=C3C=COC3=N2)OC)OC,COC1=C(C=C2C(=C1)C(=C3C=COC3=N2)OC)OC,JBRXRVFXQIKPEA-UHFFFAOYSA-N,C14H13NO4,259.26,2.6,53.7,0,5,2,1,"[""raulinoa2002""]","[""Raulinoa echinata""]","[""Stems; also detected in leaves""]","[""M012"", ""M013""]","[{""source_id"": ""raulinoa2002"", ""locator"": ""PDF 3 / printed 68; Table 1"", ""url"": ""https://doi.org/10.1590/S0103-50532002000100010"", ""pdf"": ""../sources/raulinoa2002.pdf""}]"
C047,Maculine,"[""Maculine""]",natural_product_compound_concept,Quinoline alkaloid,achiral_identity_resolved,Source chemical name/structure is consistent with PubChem connectivity; reagent purity and physical form are not established by this mapping.,maculine,[68232],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/maculine/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/68232,68232,VPNYHHBCMOYPCJ-UHFFFAOYSA-N,COC1=C2C=COC2=NC3=CC4=C(C=C31)OCO4,COC1=C2C=COC2=NC3=CC4=C(C=C31)OCO4,COC1=C2C=COC2=NC3=CC4=C(C=C31)OCO4,VPNYHHBCMOYPCJ-UHFFFAOYSA-N,C13H9NO4,243.21,2.5,53.7,0,5,2,1,"[""raulinoa2002""]","[""Raulinoa echinata""]","[""Stems; also detected in leaves""]","[""M014"", ""M015""]","[{""source_id"": ""raulinoa2002"", ""locator"": ""PDF 3 / printed 68; Table 1"", ""url"": ""https://doi.org/10.1590/S0103-50532002000100010"", ""pdf"": ""../sources/raulinoa2002.pdf""}]"
C048,Flindersiamine,"[""Flindersiamine""]",natural_product_compound_concept,Quinoline alkaloid,achiral_identity_resolved,Source chemical name/structure is consistent with PubChem connectivity; reagent purity and physical form are not established by this mapping.,flindersiamine,[68221],"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/flindersiamine/property/MolecularFormula,MolecularWeight,InChIKey,SMILES,ConnectivitySMILES,IUPACName,Title,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount/JSON",https://pubchem.ncbi.nlm.nih.gov/compound/68221,68221,IMJCEVWDXKCHOI-UHFFFAOYSA-N,COC1=C2C=COC2=NC3=C(C4=C(C=C31)OCO4)OC,COC1=C2C=COC2=NC3=C(C4=C(C=C31)OCO4)OC,COC1=C2C=COC2=NC3=C(C4=C(C=C31)OCO4)OC,IMJCEVWDXKCHOI-UHFFFAOYSA-N,C14H11NO5,273.24,2.7,63,0,6,1,1,"[""raulinoa2002""]","[""Raulinoa echinata""]","[""Stems""]","[""M016""]","[{""source_id"": ""raulinoa2002"", ""locator"": ""PDF 3 / printed 68; Table 1"", ""url"": ""https://doi.org/10.1590/S0103-50532002000100010"", ""pdf"": ""../sources/raulinoa2002.pdf""}]"
